GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0036038	496.547174984096	-0.0313649203987873	0.129223245128678	-0.242718872812354	0.808223186185419	0.942885796167895	chr3L	9723422	9726706	+	protein_coding	defl
FBgn0285896	46.0322630826425	0.0531796711031882	0.22067735156238	0.240983819710903	0.809567657029771	0.942885796167895	chr3L	14075771	14083229	+	protein_coding	btl
FBti0060472	43.8531174672271	0.055149007255679	0.228671553796905	0.241171262187949	0.809422383051502	0.942885796167895	chr3L	23716823	23720346	-	transposable_element	NA
FBgn0058002	83.8500254802222	-0.0468452551303886	0.194616912972803	-0.240704954234554	0.809783798929862	0.942885796167895	chr3L	24976253	24977118	+	protein_coding	ND-AGGG
FBgn0040022	886.309232845092	-0.0321646703762175	0.13303351637314	-0.241778697978637	0.808951645828601	0.942885796167895	chr3L	25107593	25115180	+	protein_coding	Set1
FBgn0016687	2116.38775836452	0.0288458294232202	0.119373866382062	0.241642750607555	0.809056993332127	0.942885796167895	chr2R	24558966	24561087	-	protein_coding	Nurf-38
RR48339_transposable_element	13.3809411475601	0.0511862851431794	0.211358344939072	0.24217773449132	0.80864244690492	0.942885796167895	chr2R	1942286	1948413	+	transposable_element	NA
FBgn0050295	203.933629052238	-0.0365224065883743	0.150541396143186	-0.242607067053081	0.808309806040422	0.942885796167895	chr2R	20870790	20879145	+	protein_coding	Ipk1
FBgn0259978	1028.77724297021	-0.0235396392607357	0.0979212247017523	-0.240393636133867	0.810025111214865	0.942885796167895	chr2R	5702111	5705439	+	protein_coding	vlc
FBgn0034918	206.506965767095	0.0360205566926368	0.149764512873456	0.24051463194804	0.809931321471628	0.942885796167895	chr2R	23855953	23856936	-	protein_coding	Pym
FBgn0030319	10.1447797444254	0.0531160237594976	0.220892591297518	0.240460865833006	0.809972997866788	0.942885796167895	chrX	11603242	11604194	-	protein_coding	CG2533
FBgn0029818	1262.55970733472	0.0271384467143375	0.112443717016391	0.241351383913976	0.809282789079189	0.942885796167895	chrX	5870840	5873357	-	protein_coding	GAA1
FBgn0032016	439.951994996166	-0.0291572222582352	0.120771551917167	-0.241424588782573	0.809226057188603	0.942885796167895	chr2L	8308426	8309961	+	protein_coding	Mettl14
FBgn0032242	1701.23590416493	0.0238439636426571	0.0992626792796022	0.240210760133661	0.81016687247861	0.942923935666952	chr2L	10410536	10413463	-	protein_coding	CG5355
FBgn0037670	106.304902306691	0.0463316691692441	0.193256198779195	0.239742215059194	0.810530106236689	0.942985521942525	chr3R	9258963	9260400	+	protein_coding	Ibf1
FBgn0038742	926.159542443079	0.0262104228657831	0.109250247780217	0.239911793321618	0.810398638076333	0.942985521942525	chr3R	19877736	19879309	+	protein_coding	Arc42
FBgn0053260	20.3379650027222	0.0559412303658845	0.233360045826012	0.239720686409159	0.810546797036714	0.942985521942525	chr3L	14760519	14761844	-	protein_coding	Tsen34
FBgn0037315	1967.15217490705	-0.0238482729635598	0.0997144576143177	-0.2391656489353	0.810977137965385	0.943289586376235	chr3R	5358872	5368306	-	protein_coding	Cerk
FBgn0051374	15.1480074739908	-0.0548044191607627	0.229267447454054	-0.239041432917535	0.811073455031739	0.943289586376235	chr3R	11437546	11451791	-	protein_coding	sals
FBgn0267330	3181.86034576886	0.027218308329918	0.113902382100468	0.238961712898243	0.811135271419814	0.943289586376235	chr2L	10426886	10428632	+	protein_coding	KdelR
FBgn0052425	903.129863304226	-0.0252566622102513	0.10576668910482	-0.238795999232052	0.811263772651433	0.943312217366606	chr3L	20497322	20514107	+	protein_coding	CG32425
FBgn0025336	529.365384259629	-0.0286865915567009	0.120329706484116	-0.238399912996445	0.811570934899431	0.943415769660707	chr2R	23880816	23882927	-	protein_coding	CG4882
FBgn0015789	1739.85513223649	0.0214578469801976	0.0899809175851856	0.238471084270543	0.811515739909504	0.943415769660707	chrX	20251337	20254691	+	protein_coding	Rab10
FBgn0037236	1028.84133627994	-0.0243290845860296	0.102169485351219	-0.238124763987952	0.811784328206144	0.943439122162292	chr3R	4334878	4337674	-	protein_coding	Skp2
FBgn0035948	10.0334558143698	0.0521390456394684	0.218986252922731	0.238092779540209	0.811809134825581	0.943439122162292	chr3L	8977394	8979880	-	protein_coding	CG5644
FBgn0035842	418.553904772836	0.0326212255897833	0.137281363348927	0.237623117909095	0.812173418517842	0.943735694237455	chr3L	8131428	8137498	-	protein_coding	CG7504
FBgn0033893	12.2498958682269	-0.0542342012208854	0.228523222843141	-0.237324682131374	0.812404915416551	0.943751164666118	chr2R	14028619	14029096	+	protein_coding	CG18371
FBgn0029860	449.344668716315	0.0291880249062658	0.122976111982366	0.237347111042599	0.812387516720048	0.943751164666118	chrX	6294516	6295345	-	protein_coding	CG15891
FBgn0266464	1232.77579995751	-0.0230771658879011	0.097509605620939	-0.236665564802013	0.812916251384746	0.944097912187731	chr3R	13833496	13837991	-	protein_coding	Nsf2
FBgn0039153	161.180183548777	0.0387743731181603	0.164049710513961	0.23635746138583	0.8131553019953	0.944097912187731	chr3R	24128048	24130255	-	protein_coding	GatB
FBgn0036514	552.334449220942	-0.0274186236019337	0.116549908177992	-0.235252211096218	0.814012984280232	0.944097912187731	chr3L	15580799	15583373	+	protein_coding	CG12301
FBgn0033137	17.1884856402887	0.0548064255728825	0.232458749859586	0.235768391622117	0.813612396609186	0.944097912187731	chr2R	7054404	7057548	-	protein_coding	Tsp42Ep
FBgn0259937	3713.81849580534	0.0223103729645185	0.094800421512539	0.235340440565104	0.813944509364251	0.944097912187731	chr2R	24174876	24186343	+	protein_coding	Nop60B
FBgn0033184	340.158846216751	0.0297294678390614	0.126148106300649	0.235671138559996	0.813687867211889	0.944097912187731	chr2R	7508526	7510357	-	protein_coding	mEFTu2
FBgn0024987	1189.44826091793	-0.0281425678180083	0.119609697040768	-0.235286674193449	0.813986237291451	0.944097912187731	chrX	1370579	1375257	+	protein_coding	ssx
FBgn0029133	2589.12716990063	0.0202499050137184	0.0856659393063092	0.23638222119193	0.813136090767046	0.944097912187731	chrX	13212324	13214408	+	protein_coding	REG
FBgn0052572	43.1911256735455	0.0527476052267559	0.22405412878664	0.235423491244769	0.813880055007117	0.944097912187731	chrX	16721182	16726948	+	protein_coding	CG32572
FBgn0030739	345.192692324268	0.0310041637282038	0.131073262636319	0.236540718561567	0.813013114715833	0.944097912187731	chrX	16313708	16317750	+	protein_coding	SWIP
FBgn0032101	649.026464383809	0.0279939043865965	0.118561258934262	0.236113420507099	0.813344660259837	0.944097912187731	chr2L	9165420	9166514	-	protein_coding	CG9586
FBgn0042175	71.587097021011	-0.0545073650543125	0.231431305919463	-0.235522868601367	0.813802931422934	0.944097912187731	chr2L	20456846	20459075	-	protein_coding	CG18858
FBgn0033185	299.927763322052	0.0305537214731025	0.13002786142311	0.234978266493832	0.814225601819522	0.944217919750762	chr2R	7513845	7516390	-	protein_coding	CG1603
FBgn0033813	101.741652973254	0.0432534776418548	0.184356042090008	0.23461925712604	0.814504261678686	0.944287907770345	chr2R	13230582	13231663	+	protein_coding	fsd
FBgn0033389	18.0497975343294	0.0549069931599265	0.233955521044149	0.234689880003153	0.814449442977716	0.944287907770345	chr2R	9165631	9167670	+	protein_coding	Rad51D
FBgn0035721	190.427341148102	0.0372855048790225	0.159018273169055	0.234473083727828	0.814617726888614	0.944292905709955	chr3L	6955990	6957440	+	protein_coding	CG9948
FBgn0034095	21.2475767821037	-0.0546205000317594	0.234035266796701	-0.23338576608288	0.81546186504953	0.944638537030462	chr2R	16230197	16234087	+	protein_coding	CG15701
FBgn0034915	1017.18528827649	-0.0242607363704666	0.103915642090554	-0.233465683148311	0.815399814195355	0.944638537030462	chr2R	23849245	23850301	-	protein_coding	eIF6
FBgn0014868	3774.36428972798	-0.0217662409416471	0.0931928586088856	-0.233561254226531	0.815325610450238	0.944638537030462	chrX	9156928	9158515	-	protein_coding	Ost48
FBgn0039941	47.7252183704007	-0.0511239866171454	0.218923940471438	-0.233523965022068	0.815354562512368	0.944638537030462	chrX	23068300	23081144	+	protein_coding	CG17167
FBgn0285971	266.175146029873	0.0345127243150225	0.147564589324584	0.233882156098495	0.815076466434147	0.944638537030462	chr2L	8464487	8466694	+	protein_coding	prg
FBgn0035131	31.5153676329896	0.0531856861403287	0.228258567294787	0.233006308462636	0.815756507139017	0.944726846487234	chr3L	329821	332309	-	protein_coding	mthl9
FBgn0032397	761.98537511062	0.0258069624337224	0.1107056326619	0.233113363911102	0.815673377848451	0.944726846487234	chr2L	12035983	12038511	-	protein_coding	Tom70
FBgn0040020	131.05657142083	0.0426475785713839	0.183460088754036	0.232462432897661	0.816178862256964	0.944733811304956	chr3L	25114923	25115946	-	protein_coding	MED21
FBgn0032247	90.1781816081152	0.0439638456441581	0.188813450072778	0.232842764258649	0.815883504339282	0.944733811304956	chr2L	10428828	10429988	+	protein_coding	CG5188
FBgn0011291	203.922522606839	-0.0366219560349815	0.157557117441596	-0.232436062741225	0.816199341774736	0.944733811304956	chr2L	9762423	9763262	-	protein_coding	Taf11
FBgn0003716	622.864744027545	-0.0260005064286817	0.111823098102372	-0.232514631323116	0.816138324430734	0.944733811304956	chr2L	5218999	5271384	-	protein_coding	tkv
FBgn0037573	959.388056340427	-0.0292236222455216	0.125837648506595	-0.232232742683442	0.816357247848303	0.944790174064972	chr3R	8313207	8314864	+	protein_coding	CG7483
FBgn0011202	1568.32852600349	0.0239793400150459	0.103356501302821	0.23200611197925	0.816533266641698	0.944867481235598	chr2L	20758143	20768053	+	protein_coding	dia
FBgn0030087	2550.31329039174	0.0215559400233063	0.0929926927148111	0.231802514735365	0.81669140377488	0.944924078381233	chrX	9093611	9103739	-	protein_coding	CG7766
FBgn0039265	510.229695376746	-0.0291692765493453	0.126195373561976	-0.231143787018625	0.817203098902161	0.945263271640941	chr3R	25047705	25049455	+	protein_coding	CG11790
FBgn0033159	3722.16997348298	0.0265216465757003	0.114671612982699	0.231283452685902	0.817094601063427	0.945263271640941	chr2R	7317923	7381899	-	protein_coding	Dscam1
FBgn0052944	25.0387079179211	-0.0539391625851404	0.233532868637601	-0.230970325075926	0.817337855906607	0.945292752867387	chr3R	4407226	4419578	-	protein_coding	CG32944
FBgn0010217	6890.82360928373	-0.03243953273278	0.140639023841934	-0.230658119251732	0.817580412171629	0.9454468848679	chr4	1031483	1034917	+	protein_coding	ATPsynbeta
FBgn0015621	548.342265175449	0.0282810134871381	0.122741823685826	0.230410569420307	0.81777274887582	0.945542909719957	chr2L	819963	821209	+	protein_coding	Clp
FBgn0033015	777.741983470568	0.026197613899805	0.113831906269767	0.23014297799529	0.817980669466656	0.945656925238012	chr2R	5259003	5295965	+	protein_coding	d4
FBgn0010303	5071.9210421361	-0.0215559443311689	0.0939505340482299	-0.229439295364761	0.81852749734614	0.946019672268907	chrX	13079204	13090434	-	protein_coding	hep
FBgn0263079	35.0036800075317	0.0521471907984347	0.227289927299547	0.229430276202735	0.818534506660693	0.946019672268907	chr2L	18666891	18671246	-	protein_coding	CG43338
FBgn0260439	6428.36445301679	0.0193152015338503	0.084229242861131	0.229317050441678	0.81862250220842	0.946019672268907	chr2L	8366037	8370090	+	protein_coding	Pp2A-29B
FBgn0035063	231.919533262876	-0.0340630556476985	0.148752392050597	-0.228991649667807	0.818875406306552	0.946185540264189	chr2R	24780916	24781779	+	protein_coding	CG3594
FBgn0027052	254.810945454854	0.0319787876826185	0.140130971827266	0.228206421932458	0.819485769175758	0.946764341498328	chr2L	10437547	10439240	+	protein_coding	STUB1
FBgn0037478	260.454122830373	0.0323164273768843	0.142156023327918	0.22733069356012	0.820166607810528	0.947136140869563	chr3R	7144723	7151270	+	protein_coding	CG2656
FBgn0259215	11.0828855907207	-0.0508478209754976	0.223616408900538	-0.227388594716742	0.820121588127088	0.947136140869563	chr3R	20851708	20859945	-	protein_coding	Ir93a
FBgn0263617	28.4062781794906	-0.0526905972715085	0.231963390269487	-0.227150487886447	0.820306726288105	0.947136140869563	chr3L	3249339	3254504	+	ncRNA	lncRNA:CR43626
FBgn0035252	616.216064075711	-0.0276599878280817	0.1215211161821	-0.227614662349159	0.819945820229178	0.947136140869563	chr3L	1652749	1654238	+	protein_coding	CG7970
FBgn0265638	10.9218010254265	-0.048716801361673	0.214527911769126	-0.227088405233263	0.820354999830728	0.947136140869563	chr2R	8242395	8243500	-	ncRNA	lncRNA:CR44445
FBgn0038826	2079.17483950562	-0.0508225229838267	0.224059284596902	-0.226826230723979	0.820558866088677	0.947163043533771	chr3R	20756728	20810726	+	protein_coding	Syp
FBgn0037809	147.507329548859	0.0396622755924442	0.175049929547706	0.226576929764688	0.820752733151329	0.947163043533771	chr3R	10331580	10332695	+	protein_coding	CG12818
FBgn0039773	395.285265298054	-0.029987575017689	0.132441433159452	-0.226421402293236	0.820873683496587	0.947163043533771	chr3R	30456440	30459300	-	protein_coding	CG2224
FBgn0030692	782.502712537457	-0.0257023703486456	0.11348371396346	-0.226485100381199	0.820824146358357	0.947163043533771	chrX	15786046	15788288	+	protein_coding	mRpS30
FBgn0031676	295.733195203091	-0.0317570705595585	0.140297956479256	-0.22635447697525	0.820925731177461	0.947163043533771	chr2L	5052842	5054575	+	protein_coding	senju
FBgn0014380	1234.2543778607	-0.0246382132577775	0.109561564797007	-0.22488007818642	0.822072567685614	0.947507852403036	chr3R	9497100	9502581	-	protein_coding	RhoL
FBgn0038491	395.104810008812	0.0304913742691397	0.135781394933308	0.22456224053462	0.822319842312102	0.947507852403036	chr3R	17151860	17153771	+	protein_coding	CG5292
FBgn0004465	691.242626530696	0.0295041982871066	0.131360046037432	0.224605572067927	0.82228612975765	0.947507852403036	chr3L	16610661	16612199	-	protein_coding	Su(P)
FBgn0001168	2771.52206969043	0.0476559809553855	0.211591162313432	0.225226708121166	0.821802913089034	0.947507852403036	chr3L	8675758	8679253	+	protein_coding	h
FBgn0035640	442.797211682587	-0.0309726013515948	0.137576394757503	-0.225130200614635	0.821877987275087	0.947507852403036	chr3L	5812134	5813093	-	protein_coding	mad2
FBgn0050443	260.539055309201	-0.0309397654747867	0.137452644759279	-0.225093998947576	0.821906149346512	0.947507852403036	chr2R	6653216	6655267	+	protein_coding	Opbp
FBgn0050392	202.472916334854	-0.0346034602750449	0.15366946560551	-0.225181106335572	0.821838386985701	0.947507852403036	chr2R	21290913	21292181	-	protein_coding	CG30392
FBgn0026060	19.5681893908773	0.0525695705426954	0.234094369469882	0.224565719635811	0.822317135509359	0.947507852403036	chrX	6082708	6091471	-	protein_coding	Mipp2
FBgn0031974	60.8355505834981	-0.0481122041685469	0.213096654030252	-0.225776441152928	0.821375301227349	0.947507852403036	chr2L	8008301	8009477	-	protein_coding	CG12560
FBgn0264617	147.289861100059	0.0378089451935558	0.168050477763183	0.224985645365652	0.821990441347443	0.947507852403036	chr4	56496	63124	+	ncRNA	asRNA:CR43957
FBgn0030060	625.777236374371	0.0247586022110214	0.110455622286513	0.224149768916241	0.822640767562649	0.947751402341787	chrX	8712471	8714924	-	protein_coding	CG2004
FBgn0039498	9.24258552681333	0.04846712020473	0.216598547595203	0.223764751623862	0.822940358638051	0.947844100995577	chr3R	27241266	27242330	+	protein_coding	CG17991
FBgn0085271	34.781015533535	0.0513884535043818	0.229610720971066	0.223806855738489	0.82290759517134	0.947844100995577	chr3L	12533995	12534403	+	protein_coding	CG34242
FBgn0039789	184.998659300398	0.0349594819884189	0.156417309628932	0.223501363572569	0.823145321991053	0.947953964396246	chr3R	30584019	30587302	-	protein_coding	CG9717
FBgn0015402	693.493486533241	0.0251555391146468	0.112753055294547	0.223102948731035	0.823455383437587	0.948058626845697	chr3R	5478389	5483906	-	protein_coding	ksr
FBgn0039836	50.6287089351272	0.047621298189786	0.213340243051428	0.223217605401839	0.823366150468144	0.948058626845697	chr3R	31253658	31254900	-	protein_coding	CG1750
FBgn0035025	430.278883298938	0.0265668506561876	0.119222363380632	0.222834457419449	0.823664349044368	0.948173025094188	chr2R	24565553	24568082	+	protein_coding	uri
FBgn0030642	30.9651706624051	0.0512001487863718	0.230425481112618	0.222198293952344	0.82415952215341	0.948616820935224	chrX	15466183	15467757	-	protein_coding	CG15642
FBgn0037955	682.065545423614	-0.0242206409418077	0.109084208915686	-0.222036179045204	0.824285719383345	0.948635859835749	chr3R	11820380	11822493	-	protein_coding	Kyat
FBgn0250816	158.693783805577	0.0425786289214101	0.192266496255004	0.221456310645709	0.824737151095974	0.948776741240861	chr3L	23554592	23689640	+	protein_coding	AGO3
FBgn0023407	1678.88713271369	0.0207114620666893	0.0934461063763647	0.221640717519803	0.824593582726717	0.948776741240861	chr2L	13500623	13549328	-	protein_coding	B4
FBgn0032889	3365.77574862702	0.0198408314201968	0.0895402901369678	0.221585516306087	0.824636558536795	0.948776741240861	chr2L	20822827	20827744	+	protein_coding	CG9331
FBti0061808	140.975740036687	0.0362369853339588	0.163810292412928	0.221213116710723	0.824926496584636	0.948868384783099	chr2R	5372851	5374305	-	transposable_element	NA
FBgn0039335	207.148265062176	-0.0342395352408198	0.155033293397762	-0.220852789039146	0.825207058568075	0.949004766756543	chr3R	25473489	25475756	+	protein_coding	Vps33B
FBgn0261397	1784.89550180943	0.0212760547939404	0.0963680791309673	0.220779069021657	0.82526446194769	0.949004766756543	chr2R	7500146	7508625	+	protein_coding	didum
